time	in/out	protocol	payload-size	total-size
1970-01-01 01:05:53.928571	out	udp:data	21	63
1970-01-01 01:05:53.950000	in	udp:data	72	114
1970-01-01 01:05:53.964286	out	udp:data	20	62
1970-01-01 01:05:54.000000	out	udp:data	15	57
1970-01-01 01:05:54.000000	in	udp:data	66	108
1970-01-01 01:05:54.024390	out	udp:data	18	60
1970-01-01 01:05:54.047619	in	udp:data	101	143
1970-01-01 01:05:54.048780	out	udp:data	22	64
1970-01-01 01:05:54.073171	out	udp:data	16	58
1970-01-01 01:05:54.095238	in	udp:data	57	99
1970-01-01 01:05:54.097561	out	udp:data	19	61
1970-01-01 01:05:54.121951	out	udp:data	22	64
1970-01-01 01:05:54.142857	in	udp:data	116	158
1970-01-01 01:05:54.146341	out	udp:data	24	66
1970-01-01 01:05:54.170732	out	udp:data	19	61
1970-01-01 01:05:54.190476	in	udp:data	106	148
1970-01-01 01:05:54.195122	out	udp:data	19	61
1970-01-01 01:05:54.219512	out	udp:data	20	62
1970-01-01 01:05:54.238095	in	udp:data	118	160
1970-01-01 01:05:54.243902	out	udp:data	16	58
1970-01-01 01:05:54.268293	out	udp:data	19	61
1970-01-01 01:05:54.285714	in	udp:data	42	84
1970-01-01 01:05:54.292683	out	udp:data	19	61
1970-01-01 01:05:54.317073	out	udp:data	16	58
1970-01-01 01:05:54.333333	in	udp:data	73	115
1970-01-01 01:05:54.341463	out	udp:data	16	58
1970-01-01 01:05:54.365854	out	udp:data	23	65
1970-01-01 01:05:54.380952	in	udp:data	93	135
1970-01-01 01:05:54.390244	out	udp:data	14	56
1970-01-01 01:05:54.414634	out	udp:data	17	59
1970-01-01 01:05:54.428571	in	udp:data	78	120
1970-01-01 01:05:54.439024	out	udp:data	17	59
1970-01-01 01:05:54.463415	out	udp:data	19	61
1970-01-01 01:05:54.476190	in	udp:data	83	125
1970-01-01 01:05:54.487805	out	udp:data	19	61
1970-01-01 01:05:54.512195	out	udp:data	17	59
1970-01-01 01:05:54.523810	in	udp:data	92	134
1970-01-01 01:05:54.536585	out	udp:data	17	59
1970-01-01 01:05:54.560976	out	udp:data	20	62
1970-01-01 01:05:54.571429	in	udp:data	83	125
1970-01-01 01:05:54.585366	out	udp:data	21	63
1970-01-01 01:05:54.609756	out	udp:data	19	61
1970-01-01 01:05:54.619048	in	udp:data	58	100
1970-01-01 01:05:54.634146	out	udp:data	15	57
1970-01-01 01:05:54.658537	out	udp:data	16	58
1970-01-01 01:05:54.666667	in	udp:data	60	102
1970-01-01 01:05:54.682927	out	udp:data	21	63
1970-01-01 01:05:54.707317	out	udp:data	20	62
1970-01-01 01:05:54.714286	in	udp:data	104	146
1970-01-01 01:05:54.731707	out	udp:data	21	63
1970-01-01 01:05:54.756098	out	udp:data	19	61
1970-01-01 01:05:54.761905	in	udp:data	78	120
1970-01-01 01:05:54.780488	out	udp:data	17	59
1970-01-01 01:05:54.804878	out	udp:data	17	59
1970-01-01 01:05:54.809524	in	udp:data	16	58
1970-01-01 01:05:54.829268	out	udp:data	18	60
1970-01-01 01:05:54.853659	out	udp:data	21	63
1970-01-01 01:05:54.857143	in	udp:data	44	86
1970-01-01 01:05:54.878049	out	udp:data	23	65
1970-01-01 01:05:54.902439	out	udp:data	20	62
1970-01-01 01:05:54.904762	in	udp:data	95	137
1970-01-01 01:05:54.926829	out	udp:data	18	60
1970-01-01 01:05:54.951220	out	udp:data	16	58
1970-01-01 01:05:54.952381	in	udp:data	31	73
1970-01-01 01:05:54.975610	out	udp:data	18	60
1970-01-01 01:05:55.000000	out	udp:data	17	59
1970-01-01 01:05:55.000000	in	udp:data	4	46
1970-01-01 01:05:55.030303	out	udp:data	18	60
1970-01-01 01:05:55.055556	in	udp:data	80	122
1970-01-01 01:05:55.060606	out	udp:data	17	59
1970-01-01 01:05:55.090909	out	udp:data	20	62
1970-01-01 01:05:55.111111	in	udp:data	59	101
1970-01-01 01:05:55.121212	out	udp:data	15	57
1970-01-01 01:05:55.151515	out	udp:data	21	63
1970-01-01 01:05:55.166667	in	udp:data	131	173
1970-01-01 01:05:55.181818	out	udp:data	23	65
1970-01-01 01:05:55.212121	out	udp:data	18	60
1970-01-01 01:05:55.222222	in	udp:data	46	88
1970-01-01 01:05:55.242424	out	udp:data	23	65
1970-01-01 01:05:55.272727	out	udp:data	20	62
1970-01-01 01:05:55.277778	in	udp:data	86	128
1970-01-01 01:05:55.303030	out	udp:data	22	64
1970-01-01 01:05:55.333333	out	udp:data	16	58
1970-01-01 01:05:55.333333	in	udp:data	140	182
1970-01-01 01:05:55.363636	out	udp:data	14	56
1970-01-01 01:05:55.388889	in	udp:data	104	146
1970-01-01 01:05:55.393939	out	udp:data	22	64
1970-01-01 01:05:55.424242	out	udp:data	17	59
1970-01-01 01:05:55.444444	in	udp:data	23	65
1970-01-01 01:05:55.454545	out	udp:data	25	67
1970-01-01 01:05:55.484848	out	udp:data	11	53
1970-01-01 01:05:55.500000	in	udp:data	39	81
1970-01-01 01:05:55.515152	out	udp:data	18	60
1970-01-01 01:05:55.545455	out	udp:data	14	56
1970-01-01 01:05:55.555556	in	udp:data	68	110
1970-01-01 01:05:55.575758	out	udp:data	23	65
1970-01-01 01:05:55.606061	out	udp:data	18	60
1970-01-01 01:05:55.611111	in	udp:data	100	142
1970-01-01 01:05:55.636364	out	udp:data	23	65
1970-01-01 01:05:55.666667	out	udp:data	17	59
1970-01-01 01:05:55.666667	in	udp:data	84	126
1970-01-01 01:05:55.696970	out	udp:data	15	57
1970-01-01 01:05:55.722222	in	udp:data	104	146
1970-01-01 01:05:55.727273	out	udp:data	15	57
1970-01-01 01:05:55.757576	out	udp:data	17	59
1970-01-01 01:05:55.777778	in	udp:data	123	165
1970-01-01 01:05:55.787879	out	udp:data	18	60
1970-01-01 01:05:55.818182	out	udp:data	17	59
1970-01-01 01:05:55.833333	in	udp:data	-14	28
1970-01-01 01:05:55.848485	out	udp:data	16	58
1970-01-01 01:05:55.878788	out	udp:data	13	55
1970-01-01 01:05:55.888889	in	udp:data	-23	19
1970-01-01 01:05:55.909091	out	udp:data	19	61
1970-01-01 01:05:55.939394	out	udp:data	16	58
1970-01-01 01:05:55.944444	in	udp:data	98	140
1970-01-01 01:05:55.969697	out	udp:data	20	62
1970-01-01 01:05:56.000000	out	udp:data	13	55
1970-01-01 01:05:56.000000	in	udp:data	66	108
1970-01-01 01:05:56.029412	out	udp:data	18	60
1970-01-01 01:05:56.045455	in	udp:data	43	85
1970-01-01 01:05:56.058824	out	udp:data	18	60
1970-01-01 01:05:56.088235	out	udp:data	22	64
1970-01-01 01:05:56.090909	in	udp:data	73	115
1970-01-01 01:05:56.117647	out	udp:data	18	60
1970-01-01 01:05:56.136364	in	udp:data	23	65
1970-01-01 01:05:56.147059	out	udp:data	24	66
1970-01-01 01:05:56.176471	out	udp:data	20	62
1970-01-01 01:05:56.181818	in	udp:data	92	134
1970-01-01 01:05:56.205882	out	udp:data	20	62
1970-01-01 01:05:56.227273	in	udp:data	103	145
1970-01-01 01:05:56.235294	out	udp:data	18	60
1970-01-01 01:05:56.264706	out	udp:data	20	62
1970-01-01 01:05:56.272727	in	udp:data	127	169
1970-01-01 01:05:56.294118	out	udp:data	18	60
1970-01-01 01:05:56.318182	in	udp:data	58	100
1970-01-01 01:05:56.323529	out	udp:data	21	63
1970-01-01 01:05:56.352941	out	udp:data	20	62
1970-01-01 01:05:56.363636	in	udp:data	14	56
1970-01-01 01:05:56.382353	out	udp:data	19	61
1970-01-01 01:05:56.409091	in	udp:data	82	124
1970-01-01 01:05:56.411765	out	udp:data	14	56
1970-01-01 01:05:56.441176	out	udp:data	20	62
1970-01-01 01:05:56.454545	in	udp:data	31	73
1970-01-01 01:05:56.470588	out	udp:data	20	62
1970-01-01 01:05:56.500000	out	udp:data	20	62
1970-01-01 01:05:56.500000	in	udp:data	96	138
1970-01-01 01:05:56.529412	out	udp:data	13	55
1970-01-01 01:05:56.545455	in	udp:data	86	128
1970-01-01 01:05:56.558824	out	udp:data	17	59
1970-01-01 01:05:56.588235	out	udp:data	14	56
1970-01-01 01:05:56.590909	in	udp:data	55	97
1970-01-01 01:05:56.617647	out	udp:data	21	63
1970-01-01 01:05:56.636364	in	udp:data	36	78
1970-01-01 01:05:56.647059	out	udp:data	18	60
1970-01-01 01:05:56.676471	out	udp:data	18	60
1970-01-01 01:05:56.681818	in	udp:data	92	134
1970-01-01 01:05:56.705882	out	udp:data	20	62
1970-01-01 01:05:56.727273	in	udp:data	39	81
1970-01-01 01:05:56.735294	out	udp:data	19	61
1970-01-01 01:05:56.764706	out	udp:data	21	63
1970-01-01 01:05:56.772727	in	udp:data	22	64
1970-01-01 01:05:56.794118	out	udp:data	19	61
1970-01-01 01:05:56.818182	in	udp:data	35	77
1970-01-01 01:05:56.823529	out	udp:data	17	59
1970-01-01 01:05:56.852941	out	udp:data	21	63
1970-01-01 01:05:56.863636	in	udp:data	33	75
1970-01-01 01:05:56.882353	out	udp:data	17	59
1970-01-01 01:05:56.909091	in	udp:data	92	134
1970-01-01 01:05:56.911765	out	udp:data	21	63
1970-01-01 01:05:56.941176	out	udp:data	19	61
1970-01-01 01:05:56.954545	in	udp:data	131	173
1970-01-01 01:05:56.970588	out	udp:data	19	61
1970-01-01 01:05:57.000000	out	udp:data	18	60
1970-01-01 01:05:57.000000	in	udp:data	38	80
1970-01-01 01:05:57.034483	out	udp:data	17	59
1970-01-01 01:05:57.050000	in	udp:data	120	162
1970-01-01 01:05:57.068966	out	udp:data	19	61
1970-01-01 01:05:57.100000	in	udp:data	59	101
1970-01-01 01:05:57.103448	out	udp:data	16	58
1970-01-01 01:05:57.137931	out	udp:data	20	62
1970-01-01 01:05:57.150000	in	udp:data	66	108
1970-01-01 01:05:57.172414	out	udp:data	22	64
1970-01-01 01:05:57.200000	in	udp:data	118	160
1970-01-01 01:05:57.206897	out	udp:data	16	58
1970-01-01 01:05:57.241379	out	udp:data	18	60
1970-01-01 01:05:57.250000	in	udp:data	81	123
1970-01-01 01:05:57.275862	out	udp:data	24	66
1970-01-01 01:05:57.300000	in	udp:data	92	134
1970-01-01 01:05:57.310345	out	udp:data	19	61
1970-01-01 01:05:57.344828	out	udp:data	18	60
1970-01-01 01:05:57.350000	in	udp:data	41	83
1970-01-01 01:05:57.379310	out	udp:data	22	64
1970-01-01 01:05:57.400000	in	udp:data	98	140
1970-01-01 01:05:57.413793	out	udp:data	18	60
1970-01-01 01:05:57.448276	out	udp:data	12	54
1970-01-01 01:05:57.450000	in	udp:data	92	134
1970-01-01 01:05:57.482759	out	udp:data	21	63
1970-01-01 01:05:57.500000	in	udp:data	121	163
1970-01-01 01:05:57.517241	out	udp:data	12	54
1970-01-01 01:05:57.550000	in	udp:data	120	162
1970-01-01 01:05:57.551724	out	udp:data	22	64
1970-01-01 01:05:57.586207	out	udp:data	24	66
1970-01-01 01:05:57.600000	in	udp:data	95	137
1970-01-01 01:05:57.620690	out	udp:data	18	60
1970-01-01 01:05:57.650000	in	udp:data	46	88
1970-01-01 01:05:57.655172	out	udp:data	18	60
1970-01-01 01:05:57.689655	out	udp:data	19	61
1970-01-01 01:05:57.700000	in	udp:data	119	161
1970-01-01 01:05:57.724138	out	udp:data	19	61
1970-01-01 01:05:57.750000	in	udp:data	86	128
1970-01-01 01:05:57.758621	out	udp:data	16	58
1970-01-01 01:05:57.793103	out	udp:data	19	61
1970-01-01 01:05:57.800000	in	udp:data	75	117
1970-01-01 01:05:57.827586	out	udp:data	19	61
1970-01-01 01:05:57.850000	in	udp:data	30	72
1970-01-01 01:05:57.862069	out	udp:data	21	63
1970-01-01 01:05:57.896552	out	udp:data	18	60
1970-01-01 01:05:57.900000	in	udp:data	67	109
1970-01-01 01:05:57.931034	out	udp:data	17	59
1970-01-01 01:05:57.950000	in	udp:data	68	110
1970-01-01 01:05:57.965517	out	udp:data	19	61
1970-01-01 01:05:58.000000	out	udp:data	17	59
1970-01-01 01:05:58.000000	in	udp:data	66	108
1970-01-01 01:05:58.024390	out	udp:data	15	57
1970-01-01 01:05:58.048780	out	udp:data	26	68
1970-01-01 01:05:58.050000	in	udp:data	70	112
1970-01-01 01:05:58.073171	out	udp:data	20	62
1970-01-01 01:05:58.097561	out	udp:data	22	64
1970-01-01 01:05:58.100000	in	udp:data	108	150
1970-01-01 01:05:58.121951	out	udp:data	22	64
1970-01-01 01:05:58.146341	out	udp:data	20	62
1970-01-01 01:05:58.150000	in	udp:data	126	168
1970-01-01 01:05:58.170732	out	udp:data	19	61
1970-01-01 01:05:58.195122	out	udp:data	18	60
1970-01-01 01:05:58.200000	in	udp:data	151	193
1970-01-01 01:05:58.219512	out	udp:data	14	56
1970-01-01 01:05:58.243902	out	udp:data	18	60
1970-01-01 01:05:58.250000	in	udp:data	114	156
1970-01-01 01:05:58.268293	out	udp:data	18	60
1970-01-01 01:05:58.292683	out	udp:data	17	59
1970-01-01 01:05:58.300000	in	udp:data	78	120
1970-01-01 01:05:58.317073	out	udp:data	20	62
1970-01-01 01:05:58.341463	out	udp:data	21	63
1970-01-01 01:05:58.350000	in	udp:data	107	149
1970-01-01 01:05:58.365854	out	udp:data	19	61
1970-01-01 01:05:58.390244	out	udp:data	25	67
1970-01-01 01:05:58.400000	in	udp:data	62	104
1970-01-01 01:05:58.414634	out	udp:data	17	59
1970-01-01 01:05:58.439024	out	udp:data	20	62
1970-01-01 01:05:58.450000	in	udp:data	110	152
1970-01-01 01:05:58.463415	out	udp:data	21	63
1970-01-01 01:05:58.487805	out	udp:data	22	64
1970-01-01 01:05:58.500000	in	udp:data	131	173
1970-01-01 01:05:58.512195	out	udp:data	17	59
1970-01-01 01:05:58.536585	out	udp:data	18	60
1970-01-01 01:05:58.550000	in	udp:data	45	87
1970-01-01 01:05:58.560976	out	udp:data	18	60
1970-01-01 01:05:58.585366	out	udp:data	19	61
1970-01-01 01:05:58.600000	in	udp:data	56	98
1970-01-01 01:05:58.609756	out	udp:data	20	62
1970-01-01 01:05:58.634146	out	udp:data	21	63
1970-01-01 01:05:58.650000	in	udp:data	13	55
1970-01-01 01:05:58.658537	out	udp:data	22	64
1970-01-01 01:05:58.682927	out	udp:data	19	61
1970-01-01 01:05:58.700000	in	udp:data	46	88
1970-01-01 01:05:58.707317	out	udp:data	21	63
1970-01-01 01:05:58.731707	out	udp:data	22	64
1970-01-01 01:05:58.750000	in	udp:data	29	71
1970-01-01 01:05:58.756098	out	udp:data	27	69
1970-01-01 01:05:58.780488	out	udp:data	18	60
1970-01-01 01:05:58.800000	in	udp:data	96	138
1970-01-01 01:05:58.804878	out	udp:data	18	60
1970-01-01 01:05:58.829268	out	udp:data	23	65
1970-01-01 01:05:58.850000	in	udp:data	51	93
1970-01-01 01:05:58.853659	out	udp:data	16	58
1970-01-01 01:05:58.878049	out	udp:data	18	60
1970-01-01 01:05:58.900000	in	udp:data	51	93
1970-01-01 01:05:58.902439	out	udp:data	18	60
1970-01-01 01:05:58.926829	out	udp:data	14	56
1970-01-01 01:05:58.950000	in	udp:data	65	107
1970-01-01 01:05:58.951220	out	udp:data	16	58
1970-01-01 01:05:58.975610	out	udp:data	16	58
1970-01-01 01:05:59.000000	out	udp:data	21	63
1970-01-01 01:05:59.000000	in	udp:data	49	91
1970-01-01 01:05:59.031250	out	udp:data	19	61
1970-01-01 01:05:59.047619	in	udp:data	123	165
1970-01-01 01:05:59.062500	out	udp:data	22	64
1970-01-01 01:05:59.093750	out	udp:data	18	60
1970-01-01 01:05:59.095238	in	udp:data	43	85
1970-01-01 01:05:59.125000	out	udp:data	17	59
1970-01-01 01:05:59.142857	in	udp:data	67	109
1970-01-01 01:05:59.156250	out	udp:data	19	61
1970-01-01 01:05:59.187500	out	udp:data	16	58
1970-01-01 01:05:59.190476	in	udp:data	82	124
1970-01-01 01:05:59.218750	out	udp:data	20	62
1970-01-01 01:05:59.238095	in	udp:data	78	120
1970-01-01 01:05:59.250000	out	udp:data	19	61
1970-01-01 01:05:59.281250	out	udp:data	24	66
1970-01-01 01:05:59.285714	in	udp:data	85	127
1970-01-01 01:05:59.312500	out	udp:data	18	60
1970-01-01 01:05:59.333333	in	udp:data	47	89
1970-01-01 01:05:59.343750	out	udp:data	20	62
1970-01-01 01:05:59.375000	out	udp:data	20	62
1970-01-01 01:05:59.380952	in	udp:data	55	97
1970-01-01 01:05:59.406250	out	udp:data	17	59
1970-01-01 01:05:59.428571	in	udp:data	46	88
1970-01-01 01:05:59.437500	out	udp:data	24	66
1970-01-01 01:05:59.468750	out	udp:data	18	60
1970-01-01 01:05:59.476190	in	udp:data	126	168
1970-01-01 01:05:59.500000	out	udp:data	21	63
1970-01-01 01:05:59.523810	in	udp:data	40	82
1970-01-01 01:05:59.531250	out	udp:data	21	63
1970-01-01 01:05:59.562500	out	udp:data	18	60
1970-01-01 01:05:59.571429	in	udp:data	68	110
1970-01-01 01:05:59.593750	out	udp:data	18	60
1970-01-01 01:05:59.619048	in	udp:data	40	82
1970-01-01 01:05:59.625000	out	udp:data	16	58
1970-01-01 01:05:59.656250	out	udp:data	18	60
1970-01-01 01:05:59.666667	in	udp:data	63	105
1970-01-01 01:05:59.687500	out	udp:data	17	59
1970-01-01 01:05:59.714286	in	udp:data	94	136
1970-01-01 01:05:59.718750	out	udp:data	16	58
1970-01-01 01:05:59.750000	out	udp:data	16	58
1970-01-01 01:05:59.761905	in	udp:data	126	168
1970-01-01 01:05:59.781250	out	udp:data	18	60
1970-01-01 01:05:59.809524	in	udp:data	118	160
1970-01-01 01:05:59.812500	out	udp:data	21	63
1970-01-01 01:05:59.843750	out	udp:data	19	61
1970-01-01 01:05:59.857143	in	udp:data	107	149
1970-01-01 01:05:59.875000	out	udp:data	18	60
1970-01-01 01:05:59.904762	in	udp:data	117	159
1970-01-01 01:05:59.906250	out	udp:data	16	58
1970-01-01 01:05:59.937500	out	udp:data	16	58
1970-01-01 01:05:59.952381	in	udp:data	124	166
1970-01-01 01:05:59.968750	out	udp:data	18	60
1970-01-01 01:06:00.000000	out	udp:data	19	61
1970-01-01 01:06:00.000000	in	udp:data	26	68
1970-01-01 01:06:00.034483	out	udp:data	22	64
1970-01-01 01:06:00.047619	in	udp:data	32	74
1970-01-01 01:06:00.068966	out	udp:data	20	62
1970-01-01 01:06:00.095238	in	udp:data	111	153
1970-01-01 01:06:00.103448	out	udp:data	17	59
1970-01-01 01:06:00.137931	out	udp:data	19	61
1970-01-01 01:06:00.142857	in	udp:data	43	85
1970-01-01 01:06:00.172414	out	udp:data	19	61
1970-01-01 01:06:00.190476	in	udp:data	56	98
1970-01-01 01:06:00.206897	out	udp:data	17	59
1970-01-01 01:06:00.238095	in	udp:data	120	162
1970-01-01 01:06:00.241379	out	udp:data	20	62
1970-01-01 01:06:00.275862	out	udp:data	21	63
1970-01-01 01:06:00.285714	in	udp:data	94	136
1970-01-01 01:06:00.310345	out	udp:data	19	61
1970-01-01 01:06:00.333333	in	udp:data	103	145
1970-01-01 01:06:00.344828	out	udp:data	18	60
1970-01-01 01:06:00.379310	out	udp:data	19	61
1970-01-01 01:06:00.380952	in	udp:data	18	60
1970-01-01 01:06:00.413793	out	udp:data	21	63
1970-01-01 01:06:00.428571	in	udp:data	147	189
1970-01-01 01:06:00.448276	out	udp:data	19	61
1970-01-01 01:06:00.476190	in	udp:data	46	88
1970-01-01 01:06:00.482759	out	udp:data	20	62
1970-01-01 01:06:00.517241	out	udp:data	19	61
1970-01-01 01:06:00.523810	in	udp:data	44	86
1970-01-01 01:06:00.551724	out	udp:data	22	64
1970-01-01 01:06:00.571429	in	udp:data	57	99
1970-01-01 01:06:00.586207	out	udp:data	19	61
1970-01-01 01:06:00.619048	in	udp:data	87	129
1970-01-01 01:06:00.620690	out	udp:data	18	60
1970-01-01 01:06:00.655172	out	udp:data	19	61
1970-01-01 01:06:00.666667	in	udp:data	108	150
1970-01-01 01:06:00.689655	out	udp:data	19	61
1970-01-01 01:06:00.714286	in	udp:data	110	152
1970-01-01 01:06:00.724138	out	udp:data	12	54
1970-01-01 01:06:00.758621	out	udp:data	22	64
1970-01-01 01:06:00.761905	in	udp:data	97	139
1970-01-01 01:06:00.793103	out	udp:data	16	58
1970-01-01 01:06:00.809524	in	udp:data	50	92
1970-01-01 01:06:00.827586	out	udp:data	19	61
1970-01-01 01:06:00.857143	in	udp:data	82	124
1970-01-01 01:06:00.862069	out	udp:data	19	61
1970-01-01 01:06:00.896552	out	udp:data	23	65
1970-01-01 01:06:00.904762	in	udp:data	85	127
1970-01-01 01:06:00.931034	out	udp:data	23	65
1970-01-01 01:06:00.952381	in	udp:data	115	157
1970-01-01 01:06:00.965517	out	udp:data	18	60
1970-01-01 01:06:01.000000	out	udp:data	17	59
1970-01-01 01:06:01.000000	in	udp:data	90	132
1970-01-01 01:06:01.030303	out	udp:data	21	63
1970-01-01 01:06:01.052632	in	udp:data	62	104
1970-01-01 01:06:01.060606	out	udp:data	17	59
1970-01-01 01:06:01.090909	out	udp:data	21	63
1970-01-01 01:06:01.105263	in	udp:data	93	135
1970-01-01 01:06:01.121212	out	udp:data	18	60
1970-01-01 01:06:01.151515	out	udp:data	18	60
1970-01-01 01:06:01.157895	in	udp:data	16	58
1970-01-01 01:06:01.181818	out	udp:data	19	61
1970-01-01 01:06:01.210526	in	udp:data	64	106
1970-01-01 01:06:01.212121	out	udp:data	23	65
1970-01-01 01:06:01.242424	out	udp:data	12	54
1970-01-01 01:06:01.263158	in	udp:data	65	107
1970-01-01 01:06:01.272727	out	udp:data	18	60
1970-01-01 01:06:01.303030	out	udp:data	25	67
1970-01-01 01:06:01.315789	in	udp:data	144	186
1970-01-01 01:06:01.333333	out	udp:data	20	62
1970-01-01 01:06:01.363636	out	udp:data	20	62
1970-01-01 01:06:01.368421	in	udp:data	53	95
1970-01-01 01:06:01.393939	out	udp:data	19	61
1970-01-01 01:06:01.421053	in	udp:data	117	159
1970-01-01 01:06:01.424242	out	udp:data	22	64
1970-01-01 01:06:01.454545	out	udp:data	21	63
1970-01-01 01:06:01.473684	in	udp:data	134	176
1970-01-01 01:06:01.484848	out	udp:data	20	62
1970-01-01 01:06:01.515152	out	udp:data	20	62
1970-01-01 01:06:01.526316	in	udp:data	74	116
1970-01-01 01:06:01.545455	out	udp:data	15	57
1970-01-01 01:06:01.575758	out	udp:data	21	63
1970-01-01 01:06:01.578947	in	udp:data	81	123
1970-01-01 01:06:01.606061	out	udp:data	20	62
1970-01-01 01:06:01.631579	in	udp:data	55	97
1970-01-01 01:06:01.636364	out	udp:data	20	62
1970-01-01 01:06:01.666667	out	udp:data	18	60
1970-01-01 01:06:01.684211	in	udp:data	50	92
1970-01-01 01:06:01.696970	out	udp:data	18	60
1970-01-01 01:06:01.727273	out	udp:data	15	57
1970-01-01 01:06:01.736842	in	udp:data	68	110
1970-01-01 01:06:01.757576	out	udp:data	20	62
1970-01-01 01:06:01.787879	out	udp:data	19	61
1970-01-01 01:06:01.789474	in	udp:data	127	169
1970-01-01 01:06:01.818182	out	udp:data	16	58
1970-01-01 01:06:01.842105	in	udp:data	32	74
1970-01-01 01:06:01.848485	out	udp:data	15	57
1970-01-01 01:06:01.878788	out	udp:data	18	60
1970-01-01 01:06:01.894737	in	udp:data	99	141
1970-01-01 01:06:01.909091	out	udp:data	21	63
1970-01-01 01:06:01.939394	out	udp:data	17	59
1970-01-01 01:06:01.947368	in	udp:data	69	111
1970-01-01 01:06:01.969697	out	udp:data	19	61
1970-01-01 01:06:02.000000	out	udp:data	19	61
1970-01-01 01:06:02.000000	in	udp:data	73	115
1970-01-01 01:06:02.041667	out	udp:data	19	61
1970-01-01 01:06:02.052632	in	udp:data	82	124
1970-01-01 01:06:02.083333	out	udp:data	19	61
1970-01-01 01:06:02.105263	in	udp:data	60	102
1970-01-01 01:06:02.125000	out	udp:data	19	61
1970-01-01 01:06:02.157895	in	udp:data	77	119
1970-01-01 01:06:02.166667	out	udp:data	19	61
1970-01-01 01:06:02.208333	out	udp:data	18	60
1970-01-01 01:06:02.210526	in	udp:data	122	164
1970-01-01 01:06:02.250000	out	udp:data	17	59
1970-01-01 01:06:02.263158	in	udp:data	84	126
1970-01-01 01:06:02.291667	out	udp:data	15	57
1970-01-01 01:06:02.315789	in	udp:data	179	221
1970-01-01 01:06:02.333333	out	udp:data	20	62
1970-01-01 01:06:02.368421	in	udp:data	69	111
1970-01-01 01:06:02.375000	out	udp:data	19	61
1970-01-01 01:06:02.416667	out	udp:data	17	59
1970-01-01 01:06:02.421053	in	udp:data	56	98
1970-01-01 01:06:02.458333	out	udp:data	25	67
1970-01-01 01:06:02.473684	in	udp:data	129	171
1970-01-01 01:06:02.500000	out	udp:data	19	61
1970-01-01 01:06:02.526316	in	udp:data	93	135
1970-01-01 01:06:02.541667	out	udp:data	17	59
1970-01-01 01:06:02.578947	in	udp:data	71	113
1970-01-01 01:06:02.583333	out	udp:data	19	61
1970-01-01 01:06:02.625000	out	udp:data	21	63
1970-01-01 01:06:02.631579	in	udp:data	88	130
1970-01-01 01:06:02.666667	out	udp:data	21	63
1970-01-01 01:06:02.684211	in	udp:data	119	161
1970-01-01 01:06:02.708333	out	udp:data	25	67
1970-01-01 01:06:02.736842	in	udp:data	65	107
1970-01-01 01:06:02.750000	out	udp:data	21	63
1970-01-01 01:06:02.789474	in	udp:data	115	157
1970-01-01 01:06:02.791667	out	udp:data	17	59
1970-01-01 01:06:02.833333	out	udp:data	17	59
1970-01-01 01:06:02.842105	in	udp:data	65	107
1970-01-01 01:06:02.875000	out	udp:data	18	60
1970-01-01 01:06:02.894737	in	udp:data	57	99
1970-01-01 01:06:02.916667	out	udp:data	18	60
1970-01-01 01:06:02.947368	in	udp:data	134	176
1970-01-01 01:06:02.958333	out	udp:data	19	61
1970-01-01 01:06:03.000000	out	udp:data	16	58
1970-01-01 01:06:03.000000	in	udp:data	116	158
1970-01-01 01:06:03.023256	out	udp:data	17	59
1970-01-01 01:06:03.046512	out	udp:data	21	63
1970-01-01 01:06:03.055556	in	udp:data	78	120
1970-01-01 01:06:03.069767	out	udp:data	20	62
1970-01-01 01:06:03.093023	out	udp:data	12	54
1970-01-01 01:06:03.111111	in	udp:data	57	99
1970-01-01 01:06:03.116279	out	udp:data	17	59
1970-01-01 01:06:03.139535	out	udp:data	23	65
1970-01-01 01:06:03.162791	out	udp:data	20	62
1970-01-01 01:06:03.166667	in	udp:data	70	112
1970-01-01 01:06:03.186047	out	udp:data	20	62
1970-01-01 01:06:03.209302	out	udp:data	14	56
1970-01-01 01:06:03.222222	in	udp:data	128	170
1970-01-01 01:06:03.232558	out	udp:data	20	62
1970-01-01 01:06:03.255814	out	udp:data	22	64
1970-01-01 01:06:03.277778	in	udp:data	56	98
1970-01-01 01:06:03.279070	out	udp:data	20	62
1970-01-01 01:06:03.302326	out	udp:data	19	61
1970-01-01 01:06:03.325581	out	udp:data	19	61
1970-01-01 01:06:03.333333	in	udp:data	103	145
1970-01-01 01:06:03.348837	out	udp:data	23	65
1970-01-01 01:06:03.372093	out	udp:data	19	61
1970-01-01 01:06:03.388889	in	udp:data	36	78
1970-01-01 01:06:03.395349	out	udp:data	18	60
1970-01-01 01:06:03.418605	out	udp:data	20	62
1970-01-01 01:06:03.441860	out	udp:data	22	64
1970-01-01 01:06:03.444444	in	udp:data	82	124
1970-01-01 01:06:03.465116	out	udp:data	16	58
1970-01-01 01:06:03.488372	out	udp:data	19	61
1970-01-01 01:06:03.500000	in	udp:data	91	133
1970-01-01 01:06:03.511628	out	udp:data	17	59
1970-01-01 01:06:03.534884	out	udp:data	22	64
1970-01-01 01:06:03.555556	in	udp:data	86	128
1970-01-01 01:06:03.558140	out	udp:data	17	59
1970-01-01 01:06:03.581395	out	udp:data	20	62
